Application,Time,Throughput
1,2540,0.000000
2,2540,0.000000
3,2540,0.000000
0,2545,0.000000
1,2545,0.000000
2,2545,0.000000
3,2545,0.000000
0,2550,0.000000
1,2550,0.000000
2,2550,0.000000
3,2550,0.000000
0,2555,0.000000
1,2555,0.000000
2,2555,0.000000
3,2555,0.000000
0,2560,0.000000
1,2560,0.000000
2,2560,0.000000
3,2560,0.000000
0,2565,0.000000
1,2565,0.000000
2,2565,0.000000
3,2565,0.000000
0,2570,0.000000
1,2570,0.000000
2,2570,0.000000
3,2570,0.000000
0,2575,0.000000
1,2575,0.000000
2,2575,0.000000
3,2575,0.000000
0,2580,0.000000
1,2580,0.000000
2,2580,0.000000
3,2580,0.000000
0,2585,0.000000
1,2585,0.000000
2,2585,0.000000
3,2585,0.000000
0,2590,0.000000
1,2590,0.000000
2,2590,0.000000
3,2590,0.000000
0,2595,0.000000
1,2595,0.000000
2,2595,0.000000
3,2595,0.000000
0,2600,0.000000
1,2600,0.000000
2,2600,0.000000
3,2600,0.000000
0,2605,0.000000
1,2605,0.000000
2,2605,0.000000
3,2605,0.000000
0,2610,0.000000
1,2610,0.000000
2,2610,0.000000
3,2610,0.000000
0,2615,0.000000
1,2615,0.000000
2,2615,0.000000
3,2615,0.000000
0,2620,0.000000
1,2620,0.000000
2,2620,0.000000
3,2620,0.000000
0,2625,0.000000
1,2625,0.000000
2,2625,0.000000
3,2625,0.000000
0,2630,0.000000
1,2630,0.000000
2,2630,0.000000
3,2630,0.000000
0,2635,0.000000
1,2635,0.000000
2,2635,0.000000
3,2635,0.000000
0,2640,0.000000
1,2640,0.000000
2,2640,0.000000
3,2640,0.000000
0,2645,0.000000
1,2645,0.000000
2,2645,0.000000
3,2645,0.000000
0,2650,0.000000
1,2650,0.000000
2,2650,0.000000
3,2650,0.000000
0,2655,0.000000
1,2655,0.000000
2,2655,0.000000
3,2655,0.000000
0,2660,0.000000
1,2660,0.000000
2,2660,0.000000
3,2660,0.000000
0,2665,0.000000
1,2665,0.000000
2,2665,0.000000
3,2665,0.000000
0,2670,0.000000
1,2670,0.000000
2,2670,0.000000
3,2670,0.000000
0,2675,0.000000
1,2675,0.000000
2,2675,0.000000
3,2675,0.000000
0,2680,0.000000
1,2680,0.000000
2,2680,0.000000
3,2680,0.000000
0,2685,0.000000
1,2685,0.000000
2,2685,0.000000
3,2685,0.000000
0,2690,0.000000
1,2690,0.000000
2,2690,0.000000
3,2690,0.000000
0,2695,0.000000
1,2695,0.000000
2,2695,0.000000
3,2695,0.000000
0,2700,0.000000
1,2700,0.000000
2,2700,0.000000
3,2700,0.000000
0,2705,0.000000
1,2705,0.000000
2,2705,0.000000
3,2705,0.000000
0,2710,0.000000
1,2710,0.000000
2,2710,0.000000
3,2710,0.000000
0,2715,0.000000
1,2715,0.000000
2,2715,0.000000
3,2715,0.000000
0,2720,0.000000
1,2720,0.000000
2,2720,0.000000
3,2720,0.000000
0,2725,0.000000
1,2725,0.000000
2,2725,0.000000
3,2725,0.000000
0,2730,0.000000
1,2730,0.000000
2,2730,0.000000
3,2730,0.000000
0,2735,0.000000
1,2735,0.000000
2,2735,0.000000
3,2735,0.000000
0,2740,0.000000
1,2740,0.000000
2,2740,0.000000
3,2740,0.000000
0,2745,0.000000
1,2745,0.000000
2,2745,0.000000
3,2745,0.000000
0,2750,0.000000
1,2750,0.000000
2,2750,0.000000
3,2750,0.000000
0,2755,0.000000
1,2755,0.000000
2,2755,0.000000
3,2755,0.000000
0,2760,0.000000
1,2760,0.000000
2,2760,0.000000
3,2760,0.000000
0,2765,0.000000
1,2765,0.000000
2,2765,0.000000
3,2765,0.000000
0,2770,0.000000
1,2770,0.000000
2,2770,0.000000
3,2770,0.000000
0,2775,0.000000
1,2775,0.000000
2,2775,0.000000
3,2775,0.000000
0,2780,0.000000
1,2780,0.000000
2,2780,0.000000
3,2780,0.000000
0,2785,0.000000
1,2785,0.000000
2,2785,0.000000
3,2785,0.000000
0,2790,0.000000
1,2790,0.000000
2,2790,0.000000
3,2790,0.000000
0,2795,0.000000
1,2795,0.000000
2,2795,0.000000
3,2795,0.000000
0,2800,0.000000
1,2800,0.000000
2,2800,0.000000
3,2800,0.000000
0,2805,0.000000
1,2805,0.000000
2,2805,0.000000
3,2805,0.000000
0,2810,0.000000
1,2810,0.000000
2,2810,0.000000
3,2810,0.000000
0,2815,0.000000
1,2815,0.000000
2,2815,0.000000
3,2815,0.000000
0,2820,0.000000
1,2820,0.000000
2,2820,0.000000
3,2820,0.000000
0,2825,0.000000
1,2825,0.000000
2,2825,0.000000
3,2825,0.000000
0,2830,0.000000
1,2830,0.000000
2,2830,0.000000
3,2830,0.000000
0,2835,0.000000
1,2835,0.000000
2,2835,0.000000
3,2835,0.000000
0,2840,0.000000
1,2840,0.000000
2,2840,0.000000
3,2840,0.000000
0,2845,0.000000
1,2845,0.000000
2,2845,0.000000
3,2845,0.000000
0,2850,0.000000
1,2850,0.000000
2,2850,0.000000
3,2850,0.000000
0,2855,0.000000
1,2855,0.000000
2,2855,0.000000
3,2855,0.000000
0,2860,0.000000
1,2860,0.000000
2,2860,0.000000
3,2860,0.000000
0,2865,0.000000
1,2865,0.000000
2,2865,0.000000
3,2865,0.000000
0,2870,0.000000
1,2870,0.000000
2,2870,0.000000
3,2870,0.000000
0,2875,0.000000
1,2875,0.000000
2,2875,0.000000
3,2875,0.000000
0,2880,0.000000
1,2880,0.000000
2,2880,0.000000
3,2880,0.000000
0,2885,0.000000
1,2885,0.000000
2,2885,0.000000
3,2885,0.000000
0,2890,0.000000
1,2890,0.000000
2,2890,0.000000
3,2890,0.000000
0,2895,0.000000
1,2895,0.000000
2,2895,0.000000
3,2895,0.000000
0,2900,0.000000
1,2900,0.000000
2,2900,0.000000
3,2900,0.000000
0,2905,0.000000
1,2905,0.000000
2,2905,0.000000
3,2905,0.000000
0,2910,0.000000
1,2910,0.000000
2,2910,0.000000
3,2910,0.000000
0,2915,0.000000
1,2915,0.000000
2,2915,0.000000
3,2915,0.000000
0,2920,0.000000
1,2920,0.000000
2,2920,0.000000
3,2920,0.000000
0,2925,0.000000
1,2925,0.000000
2,2925,0.000000
3,2925,0.000000
0,2930,0.000000
1,2930,0.000000
2,2930,0.000000
3,2930,0.000000
0,2935,0.000000
1,2935,0.000000
2,2935,0.000000
3,2935,0.000000
0,2940,0.000000
1,2940,0.000000
2,2940,0.000000
3,2940,0.000000
0,2945,0.000000
1,2945,0.000000
2,2945,0.000000
3,2945,0.000000
0,2950,0.000000
1,2950,0.000000
2,2950,0.000000
3,2950,0.000000
0,2955,0.000000
1,2955,0.000000
2,2955,0.000000
3,2955,0.000000
0,2960,0.000000
1,2960,0.000000
2,2960,0.000000
3,2960,0.000000
0,2965,0.000000
1,2965,0.000000
2,2965,0.000000
3,2965,0.000000
0,2970,0.000000
1,2970,0.000000
2,2970,0.000000
3,2970,0.000000
0,2975,0.000000
1,2975,0.000000
2,2975,0.000000
3,2975,0.000000
0,2980,0.000000
1,2980,0.000000
2,2980,0.000000
3,2980,0.000000
0,2985,0.000000
1,2985,0.000000
2,2985,0.000000
3,2985,0.000000
0,2990,0.000000
1,2990,0.000000
2,2990,0.000000
3,2990,0.000000
0,2995,0.000000
1,2995,0.000000
2,2995,0.000000
3,2995,0.000000
0,3000,0.000000
1,3000,0.000000
2,3000,0.000000
3,3000,0.000000
0,3005,0.000000
1,3005,0.000000
2,3005,0.000000
3,3005,0.000000
0,3010,0.000000
1,3010,0.000000
2,3010,0.000000
3,3010,0.000000
0,3015,0.000000
1,3015,0.000000
2,3015,0.000000
3,3015,0.000000
0,3020,0.000000
1,3020,0.000000
2,3020,0.000000
3,3020,0.000000
0,3025,0.000000
1,3025,0.000000
2,3025,0.000000
3,3025,0.000000
0,3030,0.000000
1,3030,0.000000
2,3030,0.000000
3,3030,0.000000
0,3035,0.000000
1,3035,0.000000
2,3035,0.000000
3,3035,0.000000
0,3040,0.000000
1,3040,0.000000
2,3040,0.000000
3,3040,0.000000
0,3045,0.000000
1,3045,0.000000
2,3045,0.000000
3,3045,0.000000
0,3050,0.000000
1,3050,0.000000
2,3050,0.000000
3,3050,0.000000
0,3055,0.000000
1,3055,0.000000
2,3055,0.000000
3,3055,0.000000
0,3060,0.000000
1,3060,0.000000
2,3060,0.000000
3,3060,0.000000
0,3065,0.000000
1,3065,0.000000
2,3065,0.000000
3,3065,0.000000
0,3070,0.000000
1,3070,0.000000
2,3070,0.000000
3,3070,0.000000
0,3075,0.000000
1,3075,0.000000
2,3075,0.000000
3,3075,0.000000
0,3080,0.000000
1,3080,0.000000
2,3080,0.000000
3,3080,0.000000
0,3085,0.000000
1,3085,0.000000
2,3085,0.000000
3,3085,0.000000
0,3090,0.000000
1,3090,0.000000
2,3090,0.000000
3,3090,0.000000
0,3095,0.000000
1,3095,0.000000
2,3095,0.000000
3,3095,0.000000
0,3100,0.000000
1,3100,0.000000
2,3100,0.000000
3,3100,0.000000
0,3105,0.000000
1,3105,0.000000
2,3105,0.000000
3,3105,0.000000
0,3110,0.000000
1,3110,0.000000
2,3110,0.000000
3,3110,0.000000
0,3115,0.000000
1,3115,0.000000
2,3115,0.000000
3,3115,0.000000
0,3120,0.000000
1,3120,0.000000
2,3120,0.000000
3,3120,0.000000
0,3125,0.000000
1,3125,0.000000
2,3125,0.000000
3,3125,0.000000
0,3130,0.000000
1,3130,0.000000
2,3130,0.000000
3,3130,0.000000
0,3135,0.000000
1,3135,0.000000
2,3135,0.000000
3,3135,0.000000
0,3140,0.000000
1,3140,0.000000
2,3140,0.000000
3,3140,0.000000
0,3145,0.000000
1,3145,0.000000
2,3145,0.000000
3,3145,0.000000
0,3150,0.000000
1,3150,0.000000
2,3150,0.000000
3,3150,0.000000
0,3155,0.000000
1,3155,0.000000
2,3155,0.000000
3,3155,0.000000
0,3160,0.000000
1,3160,0.000000
2,3160,0.000000
3,3160,0.000000
0,3165,0.000000
1,3165,0.000000
2,3165,0.000000
3,3165,0.000000
0,3170,0.000000
1,3170,0.000000
2,3170,0.000000
3,3170,0.000000
0,3175,0.000000
1,3175,0.000000
2,3175,0.000000
3,3175,0.000000
0,3180,0.000000
1,3180,0.000000
2,3180,0.000000
3,3180,0.000000
0,3185,0.000000
1,3185,0.000000
2,3185,0.000000
3,3185,0.000000
0,3190,0.000000
1,3190,0.000000
2,3190,0.000000
3,3190,0.000000
0,3195,0.000000
1,3195,0.000000
2,3195,0.000000
3,3195,0.000000
0,3200,0.000000
1,3200,0.000000
2,3200,0.000000
3,3200,0.000000
0,3205,0.000000
1,3205,0.000000
2,3205,0.000000
3,3205,0.000000
0,3210,0.000000
1,3210,0.000000
2,3210,0.000000
3,3210,0.000000
0,3215,0.000000
1,3215,0.000000
2,3215,0.000000
3,3215,0.000000
0,3220,0.000000
1,3220,0.000000
2,3220,0.000000
3,3220,0.000000
0,3225,0.000000
1,3225,0.000000
2,3225,0.000000
3,3225,0.000000
0,3230,0.000000
1,3230,0.000000
2,3230,0.000000
3,3230,0.000000
0,3235,0.000000
1,3235,0.000000
2,3235,0.000000
3,3235,0.000000
0,3240,0.000000
1,3240,0.000000
2,3240,0.000000
3,3240,0.000000
0,3245,0.000000
1,3245,0.000000
2,3245,0.000000
3,3245,0.000000
0,3250,0.000000
1,3250,0.000000
2,3250,0.000000
3,3250,0.000000
0,3255,0.000000
1,3255,0.000000
2,3255,0.000000
3,3255,0.000000
0,3260,0.000000
1,3260,0.000000
2,3260,0.000000
3,3260,0.000000
0,3265,0.000000
1,3265,0.000000
2,3265,0.000000
3,3265,0.000000
0,3270,0.000000
1,3270,0.000000
2,3270,0.000000
3,3270,0.000000
0,3275,0.000000
1,3275,0.000000
2,3275,0.000000
3,3275,0.000000
0,3280,0.000000
1,3280,0.000000
2,3280,0.000000
3,3280,0.000000
0,3285,0.000000
1,3285,0.000000
2,3285,0.000000
3,3285,0.000000
0,3290,0.000000
1,3290,0.000000
2,3290,0.000000
3,3290,0.000000
0,3295,0.000000
1,3295,0.000000
2,3295,0.000000
3,3295,0.000000
0,3300,0.000000
1,3300,0.000000
2,3300,0.000000
3,3300,0.000000
0,3305,0.000000
1,3305,0.000000
2,3305,0.000000
3,3305,0.000000
0,3310,0.000000
1,3310,0.000000
2,3310,0.000000
3,3310,0.000000
0,3315,0.000000
1,3315,0.000000
2,3315,0.000000
3,3315,0.000000
0,3320,0.000000
1,3320,0.000000
2,3320,0.000000
3,3320,0.000000
0,3325,0.000000
1,3325,0.000000
2,3325,0.000000
3,3325,0.000000
0,3330,0.000000
1,3330,0.000000
2,3330,0.000000
3,3330,0.000000
0,3335,0.000000
1,3335,0.000000
2,3335,0.000000
3,3335,0.000000
0,3340,0.000000
1,3340,0.000000
2,3340,0.000000
3,3340,0.000000
0,3345,0.000000
1,3345,0.000000
2,3345,0.000000
3,3345,0.000000
0,3350,0.000000
1,3350,0.000000
2,3350,0.000000
3,3350,0.000000
0,3355,0.000000
1,3355,0.000000
2,3355,0.000000
3,3355,0.000000
0,3360,0.000000
1,3360,0.000000
2,3360,0.000000
3,3360,0.000000
0,3365,0.000000
1,3365,0.000000
2,3365,0.000000
3,3365,0.000000
0,3370,0.000000
1,3370,0.000000
2,3370,0.000000
3,3370,0.000000
0,3375,0.000000
1,3375,0.000000
2,3375,0.000000
3,3375,0.000000
0,3380,0.000000
1,3380,0.000000
2,3380,0.000000
3,3380,0.000000
0,3385,0.000000
1,3385,0.000000
2,3385,0.000000
3,3385,0.000000
0,3390,0.000000
1,3390,0.000000
2,3390,0.000000
3,3390,0.000000
0,3395,0.000000
1,3395,0.000000
2,3395,0.000000
3,3395,0.000000
0,3400,0.000000
1,3400,0.000000
2,3400,0.000000
3,3400,0.000000
0,3405,0.000000
1,3405,0.000000
2,3405,0.000000
3,3405,0.000000
0,3410,0.000000
1,3410,0.000000
2,3410,0.000000
3,3410,0.000000
0,3415,0.000000
1,3415,0.000000
2,3415,0.000000
3,3415,0.000000
0,3420,0.000000
1,3420,0.000000
2,3420,0.000000
3,3420,0.000000
0,3425,0.000000
1,3425,0.000000
2,3425,0.000000
3,3425,0.000000
0,3430,0.000000
1,3430,0.000000
2,3430,0.000000
3,3430,0.000000
0,3435,0.000000
1,3435,0.000000
2,3435,0.000000
3,3435,0.000000
0,3440,0.000000
1,3440,0.000000
2,3440,0.000000
3,3440,0.000000
0,3445,0.000000
1,3445,0.000000
2,3445,0.000000
3,3445,0.000000
0,3450,0.000000
1,3450,0.000000
2,3450,0.000000
3,3450,0.000000
0,3455,0.000000
1,3455,0.000000
2,3455,0.000000
3,3455,0.000000
0,3460,0.000000
1,3460,0.000000
2,3460,0.000000
3,3460,0.000000
0,3465,0.000000
1,3465,0.000000
2,3465,0.000000
3,3465,0.000000
0,3470,0.000000
1,3470,0.000000
2,3470,0.000000
3,3470,0.000000
0,3475,0.000000
1,3475,0.000000
2,3475,0.000000
3,3475,0.000000
0,3480,0.000000
1,3480,0.000000
2,3480,0.000000
3,3480,0.000000
0,3485,0.000000
1,3485,0.000000
2,3485,0.000000
3,3485,0.000000
0,3490,0.000000
1,3490,0.000000
2,3490,0.000000
3,3490,0.000000
0,3495,0.000000
1,3495,0.000000
2,3495,0.000000
3,3495,0.000000
0,3500,0.000000
1,3500,0.000000
2,3500,0.000000
3,3500,0.000000
0,3505,0.000000
1,3505,0.000000
2,3505,0.000000
3,3505,0.000000
0,3510,0.000000
1,3510,0.000000
2,3510,0.000000
3,3510,0.000000
0,3515,0.000000
1,3515,0.000000
2,3515,0.000000
3,3515,0.000000
0,3520,0.000000
1,3520,0.000000
2,3520,0.000000
3,3520,0.000000
0,3525,0.000000
1,3525,0.000000
2,3525,0.000000
3,3525,0.000000
0,3530,0.000000
1,3530,0.000000
2,3530,0.000000
3,3530,0.000000
0,3535,0.000000
1,3535,0.000000
2,3535,0.000000
3,3535,0.000000
0,3540,0.000000
1,3540,0.000000
2,3540,0.000000
3,3540,0.000000
0,3545,0.000000
1,3545,0.000000
2,3545,0.000000
3,3545,0.000000
0,3550,0.000000
1,3550,0.000000
2,3550,0.000000
3,3550,0.000000
0,3555,0.000000
1,3555,0.000000
2,3555,0.000000
3,3555,0.000000
0,3560,0.000000
1,3560,0.000000
2,3560,0.000000
3,3560,0.000000
0,3565,0.000000
1,3565,0.000000
2,3565,0.000000
3,3565,0.000000
0,3570,0.000000
1,3570,0.000000
2,3570,0.000000
3,3570,0.000000
0,3575,0.000000
1,3575,0.000000
2,3575,0.000000
3,3575,0.000000
0,3580,0.000000
1,3580,0.000000
2,3580,0.000000
3,3580,0.000000
0,3585,0.000000
1,3585,0.000000
2,3585,0.000000
3,3585,0.000000
0,3590,0.000000
1,3590,0.000000
2,3590,0.000000
3,3590,0.000000
0,3595,0.000000
1,3595,0.000000
2,3595,0.000000
3,3595,0.000000
0,3600,0.000000
1,3600,0.000000
2,3600,0.000000
3,3600,0.000000
0,3605,0.000000
1,3605,0.000000
2,3605,0.000000
3,3605,0.000000
0,3610,0.000000
1,3610,0.000000
2,3610,0.000000
3,3610,0.000000
0,3615,0.000000
1,3615,0.000000
2,3615,0.000000
3,3615,0.000000
0,3620,0.000000
1,3620,0.000000
2,3620,0.000000
3,3620,0.000000
0,3625,0.000000
1,3625,0.000000
2,3625,0.000000
3,3625,0.000000
0,3630,0.000000
1,3630,0.000000
2,3630,0.000000
3,3630,0.000000
0,3635,0.000000
1,3635,0.000000
2,3635,0.000000
3,3635,0.000000
0,3640,0.000000
1,3640,0.000000
2,3640,0.000000
3,3640,0.000000
0,3645,0.000000
1,3645,0.000000
2,3645,0.000000
3,3645,0.000000
0,3650,0.000000
1,3650,0.000000
2,3650,0.000000
3,3650,0.000000
0,3655,0.000000
1,3655,0.000000
2,3655,0.000000
3,3655,0.000000
0,3660,0.000000
1,3660,0.000000
2,3660,0.000000
3,3660,0.000000
0,3665,0.000000
1,3665,0.000000
2,3665,0.000000
3,3665,0.000000
0,3670,0.000000
1,3670,0.000000
2,3670,0.000000
3,3670,0.000000
0,3675,0.000000
1,3675,0.000000
2,3675,0.000000
3,3675,0.000000
0,3680,0.000000
1,3680,0.000000
2,3680,0.000000
3,3680,0.000000
0,3685,0.000000
1,3685,0.000000
2,3685,0.000000
3,3685,0.000000
0,3690,0.000000
1,3690,0.000000
2,3690,0.000000
3,3690,0.000000
0,3695,0.000000
1,3695,0.000000
2,3695,0.000000
3,3695,0.000000
0,3700,0.000000
1,3700,0.000000
2,3700,0.000000
3,3700,0.000000
0,3705,0.000000
1,3705,0.000000
2,3705,0.000000
3,3705,0.000000
0,3710,0.000000
1,3710,0.000000
2,3710,0.000000
3,3710,0.000000
0,3715,0.000000
1,3715,0.000000
2,3715,0.000000
3,3715,0.000000
0,3720,0.000000
1,3720,0.000000
2,3720,0.000000
3,3720,0.000000
0,3725,0.000000
1,3725,0.000000
2,3725,0.000000
3,3725,0.000000
0,3730,0.000000
1,3730,0.000000
2,3730,0.000000
3,3730,0.000000
0,3735,0.000000
1,3735,0.000000
2,3735,0.000000
3,3735,0.000000
0,3740,0.000000
1,3740,0.000000
2,3740,0.000000
3,3740,0.000000
0,3745,0.000000
1,3745,0.000000
2,3745,0.000000
3,3745,0.000000
0,3750,0.000000
1,3750,0.000000
2,3750,0.000000
3,3750,0.000000
0,3755,0.000000
1,3755,0.000000
2,3755,0.000000
3,3755,0.000000
0,3760,0.000000
1,3760,0.000000
2,3760,0.000000
3,3760,0.000000
0,3765,0.000000
1,3765,0.000000
2,3765,0.000000
3,3765,0.000000
0,3770,0.000000
1,3770,0.000000
2,3770,0.000000
3,3770,0.000000
0,3775,0.000000
1,3775,0.000000
2,3775,0.000000
3,3775,0.000000
0,3780,0.000000
1,3780,0.000000
2,3780,0.000000
3,3780,0.000000
0,3785,0.000000
1,3785,0.000000
2,3785,0.000000
3,3785,0.000000
0,3790,0.000000
1,3790,0.000000
2,3790,0.000000
3,3790,0.000000
0,3795,0.000000
1,3795,0.000000
2,3795,0.000000
3,3795,0.000000
0,3800,0.000000
1,3800,0.000000
2,3800,0.000000
3,3800,0.000000
0,3805,0.000000
1,3805,0.000000
2,3805,0.000000
3,3805,0.000000
0,3810,0.000000
1,3810,0.000000
2,3810,0.000000
3,3810,0.000000
0,3815,0.000000
1,3815,0.000000
2,3815,0.000000
3,3815,0.000000
0,3820,0.000000
1,3820,0.000000
2,3820,0.000000
3,3820,0.000000
0,3825,0.000000
1,3825,0.000000
2,3825,0.000000
3,3825,0.000000
0,3830,0.000000
1,3830,0.000000
2,3830,0.000000
3,3830,0.000000
0,3835,0.000000
1,3835,0.000000
2,3835,0.000000
3,3835,0.000000
0,3840,0.000000
1,3840,0.000000
2,3840,0.000000
3,3840,0.000000
0,3845,0.000000
1,3845,0.000000
2,3845,0.000000
3,3845,0.000000
0,3850,0.000000
1,3850,0.000000
2,3850,0.000000
3,3850,0.000000
0,3855,0.000000
1,3855,0.000000
2,3855,0.000000
3,3855,0.000000
0,3860,0.000000
1,3860,0.000000
2,3860,0.000000
3,3860,0.000000
0,3865,0.000000
1,3865,0.000000
2,3865,0.000000
3,3865,0.000000
0,3870,0.000000
1,3870,0.000000
2,3870,0.000000
3,3870,0.000000
0,3875,0.000000
1,3875,0.000000
2,3875,0.000000
3,3875,0.000000
0,3880,0.000000
1,3880,0.000000
2,3880,0.000000
3,3880,0.000000
0,3885,0.000000
1,3885,0.000000
2,3885,0.000000
3,3885,0.000000
0,3890,0.000000
1,3890,0.000000
2,3890,0.000000
3,3890,0.000000
0,3895,0.000000
1,3895,0.000000
2,3895,0.000000
3,3895,0.000000
0,3900,0.000000
1,3900,0.000000
2,3900,0.000000
3,3900,0.000000
0,3905,0.000000
1,3905,0.000000
2,3905,0.000000
3,3905,0.000000
0,3910,0.000000
1,3910,0.000000
2,3910,0.000000
3,3910,0.000000
0,3915,0.000000
1,3915,0.000000
2,3915,0.000000
3,3915,0.000000
0,3920,0.000000
1,3920,0.000000
2,3920,0.000000
3,3920,0.000000
0,3925,0.000000
1,3925,0.000000
2,3925,0.000000
3,3925,0.000000
0,3930,0.000000
1,3930,0.000000
2,3930,0.000000
3,3930,0.000000
0,3935,0.000000
1,3935,0.000000
2,3935,0.000000
3,3935,0.000000
0,3940,0.000000
1,3940,0.000000
2,3940,0.000000
3,3940,0.000000
0,3945,0.000000
1,3945,0.000000
2,3945,0.000000
3,3945,0.000000
0,3950,0.000000
1,3950,0.000000
2,3950,0.000000
3,3950,0.000000
0,3955,0.000000
1,3955,0.000000
2,3955,0.000000
3,3955,0.000000
0,3960,0.000000
1,3960,0.000000
2,3960,0.000000
3,3960,0.000000
0,3965,0.000000
1,3965,0.000000
2,3965,0.000000
3,3965,0.000000
0,3970,0.000000
1,3970,0.000000
2,3970,0.000000
3,3970,0.000000
0,3975,0.000000
1,3975,0.000000
2,3975,0.000000
3,3975,0.000000
0,3980,0.000000
1,3980,0.000000
2,3980,0.000000
3,3980,0.000000
0,3985,0.000000
1,3985,0.000000
2,3985,0.000000
3,3985,0.000000
0,3990,0.000000
1,3990,0.000000
2,3990,0.000000
3,3990,0.000000
0,3995,0.000000
1,3995,0.000000
2,3995,0.000000
3,3995,0.000000
0,4000,0.000000
1,4000,0.000000
2,4000,0.000000
3,4000,0.000000
0,4005,0.000000
1,4005,0.000000
2,4005,0.000000
3,4005,0.000000
0,4010,0.000000
1,4010,0.000000
2,4010,0.000000
3,4010,0.000000
0,4015,0.000000
1,4015,0.000000
2,4015,0.000000
3,4015,0.000000
0,4020,0.000000
1,4020,0.000000
2,4020,0.000000
3,4020,0.000000
0,4025,0.000000
1,4025,0.000000
2,4025,0.000000
3,4025,0.000000
0,4030,0.000000
1,4030,0.000000
2,4030,0.000000
3,4030,0.000000
0,4035,0.000000
1,4035,0.000000
2,4035,0.000000
3,4035,0.000000
0,4040,0.000000
1,4040,0.000000
2,4040,0.000000
3,4040,0.000000
0,4045,0.000000
1,4045,0.000000
2,4045,0.000000
3,4045,0.000000
0,4050,0.000000
1,4050,0.000000
2,4050,0.000000
3,4050,0.000000
0,4055,0.000000
1,4055,0.000000
2,4055,0.000000
3,4055,0.000000
0,4060,0.000000
1,4060,0.000000
2,4060,0.000000
3,4060,0.000000
0,4065,0.000000
1,4065,0.000000
2,4065,0.000000
3,4065,0.000000
0,4070,0.000000
1,4070,0.000000
2,4070,0.000000
3,4070,0.000000
0,4075,0.000000
1,4075,0.000000
2,4075,0.000000
3,4075,0.000000
0,4080,0.000000
1,4080,0.000000
2,4080,0.000000
3,4080,0.000000
0,4085,0.000000
1,4085,0.000000
2,4085,0.000000
3,4085,0.000000
0,4090,0.000000
1,4090,0.000000
2,4090,0.000000
3,4090,0.000000
0,4095,0.000000
1,4095,0.000000
2,4095,0.000000
3,4095,0.000000
0,4100,0.000000
1,4100,0.000000
2,4100,0.000000
3,4100,0.000000
0,4105,0.000000
1,4105,0.000000
2,4105,0.000000
3,4105,0.000000
0,4110,0.000000
1,4110,0.000000
2,4110,0.000000
3,4110,0.000000
0,4115,0.000000
1,4115,0.000000
2,4115,0.000000
3,4115,0.000000
0,4120,0.000000
1,4120,0.000000
2,4120,0.000000
3,4120,0.000000
0,4125,0.000000
1,4125,0.000000
2,4125,0.000000
3,4125,0.000000
0,4130,0.000000
1,4130,0.000000
2,4130,0.000000
3,4130,0.000000
0,4135,0.000000
1,4135,0.000000
2,4135,0.000000
3,4135,0.000000
0,4140,0.000000
1,4140,0.000000
2,4140,0.000000
3,4140,0.000000
0,4145,0.000000
1,4145,0.000000
2,4145,0.000000
3,4145,0.000000
0,4150,0.000000
1,4150,0.000000
2,4150,0.000000
3,4150,0.000000
0,4155,0.000000
1,4155,0.000000
2,4155,0.000000
3,4155,0.000000
0,4160,0.000000
1,4160,0.000000
2,4160,0.000000
3,4160,0.000000
0,4165,0.000000
1,4165,0.000000
2,4165,0.000000
3,4165,0.000000
0,4170,0.000000
1,4170,0.000000
2,4170,0.000000
3,4170,0.000000
0,4175,0.000000
1,4175,0.000000
2,4175,0.000000
3,4175,0.000000
0,4180,0.000000
1,4180,0.000000
2,4180,0.000000
3,4180,0.000000
0,4185,0.000000
1,4185,0.000000
2,4185,0.000000
3,4185,0.000000
0,4190,0.000000
1,4190,0.000000
2,4190,0.000000
3,4190,0.000000
0,4195,0.000000
1,4195,0.000000
2,4195,0.000000
3,4195,0.000000
0,4200,0.000000
1,4200,0.000000
2,4200,0.000000
3,4200,0.000000
0,4205,0.000000
1,4205,0.000000
2,4205,0.000000
3,4205,0.000000
0,4210,0.000000
1,4210,0.000000
2,4210,0.000000
3,4210,0.000000
0,4215,0.000000
1,4215,0.000000
2,4215,0.000000
3,4215,0.000000
0,4220,0.000000
1,4220,0.000000
2,4220,0.000000
3,4220,0.000000
0,4225,0.000000
1,4225,0.000000
2,4225,0.000000
3,4225,0.000000
0,4230,0.000000
1,4230,0.000000
2,4230,0.000000
3,4230,0.000000
0,4235,0.000000
1,4235,0.000000
2,4235,0.000000
3,4235,0.000000
0,4240,0.000000
1,4240,0.000000
2,4240,0.000000
3,4240,0.000000
0,4245,0.000000
1,4245,0.000000
2,4245,0.000000
3,4245,0.000000
0,4250,0.000000
1,4250,0.000000
2,4250,0.000000
3,4250,0.000000
0,4255,0.000000
1,4255,0.000000
2,4255,0.000000
3,4255,0.000000
0,4260,0.000000
1,4260,0.000000
2,4260,0.000000
3,4260,0.000000
0,4265,0.000000
1,4265,0.000000
2,4265,0.000000
3,4265,0.000000
0,4270,0.000000
1,4270,0.000000
2,4270,0.000000
3,4270,0.000000
0,4275,0.000000
1,4275,0.000000
2,4275,0.000000
3,4275,0.000000
0,4280,0.000000
1,4280,0.000000
2,4280,0.000000
3,4280,0.000000
0,4285,0.000000
1,4285,0.000000
2,4285,0.000000
